run,mode
318520,PEAK
324847,DECO
316862,DECO
316861,DECO
323684,DECO
323682,DECO
323683,DECO
323680,DECO
318772,DECO
317246,DECO
318774,DECO
318778,DECO
318779,DECO
317322,DECO
323938,DECO
317243,DECO
319351,DECO
319353,DECO
319352,DECO
317287,DECO
324405,DECO
321721,DECO
325139,DECO
321321,DECO
320843,DECO
321320,DECO
324409,DECO
320844,DECO
321338,DECO
318299,DECO
320536,DECO
317216,DECO
315545,DECO
315546,DECO
315547,DECO
317353,DECO
321331,DECO
321332,DECO
317350,DECO
321334,DECO
318295,DECO
318294,DECO
322414,DECO
324666,DECO
317520,DECO
316962,DECO
318170,DECO
324701,DECO
322418,DECO
318177,DECO
318174,DECO
316964,DECO
324015,DECO
315714,DECO
317686,DECO
321618,DECO
321615,DECO
321613,DECO
321612,DECO
322998,DECO
318781,DECO
316965,DECO
318780,DECO
320740,DECO
316085,DECO
316086,DECO
317493,DECO
316499,DECO
316498,DECO
323821,DECO
318784,DECO
317620,DECO
320623,DECO
320622,DECO
324638,DECO
320923,DECO
324714,DECO
324711,DECO
324710,DECO
324713,DECO
324712,DECO
319609,DECO
321888,DECO
316933,DECO
323718,DECO
323719,DECO
324214,DECO
318051,PEAK
324211,DECO
324213,DECO
316668,DECO
322996,DECO
322306,DECO
319078,DECO
324218,DECO
322302,DECO
322916,DECO
316582,DECO
321503,DECO
321501,DECO
321507,DECO
321506,DECO
321504,DECO
320695,DECO
316987,DECO
316986,DECO
320690,DECO
320698,DECO
316988,DECO
322667,DECO
316285,DECO
317249,DECO
322660,DECO
317247,DECO
321481,DECO
317241,DECO
322669,DECO
322668,DECO
316881,DECO
323207,DECO
322393,DECO
316655,DECO
318783,DECO
322390,DECO
321378,DECO
321379,DECO
318786,DECO
321375,DECO
321377,DECO
321800,DECO
322017,DECO
318829,DECO
320472,DECO
320594,DECO
320474,DECO
320475,DECO
320476,DECO
324932,DECO
318821,DECO
